PWSID,FacilityID,PFOA,PFOS,exceeds,POPULATION_SERVED_COUNT,Ep_Population,Population_bin
AK2110342,29349,0.0,0.0,False,38526.0,19263.0,"10,001 - 50,000"
AK2110342,29360,0.0,0.0,False,38526.0,19263.0,"10,001 - 50,000"
AK2110601,10001,0.0,0.0,False,10947.0,5473.5,"3,301 - 10,000"
AK2110601,10004,0.0,0.0,False,10947.0,5473.5,"3,301 - 10,000"
AK2120232,TP001,0.0,0.0,False,8937.0,8937.0,"3,301 - 10,000"
AK2130075,TP001,0.0,0.0,False,9448.0,9448.0,"3,301 - 10,000"
AK2210605,20001,0.0,0.0,False,794.0,794.0,"501 - 1,000"
AK2210906,32073,0.0,0.0,False,221351.0,20122.81818181818,"10,001 - 50,000"
AK2210906,32598,0.0,0.0,False,221351.0,20122.81818181818,"10,001 - 50,000"
AK2210906,32655,0.0,0.0,False,221351.0,20122.81818181818,"10,001 - 50,000"
AK2210906,46243,0.0,0.0,False,221351.0,20122.81818181818,"10,001 - 50,000"
AK2210906,47655,0.0,0.0,False,221351.0,20122.81818181818,"10,001 - 50,000"
AK2210906,47656,0.0,0.0,False,221351.0,20122.81818181818,"10,001 - 50,000"
AK2210906,47657,0.0,0.0,False,221351.0,20122.81818181818,"10,001 - 50,000"
AK2210906,47658,0.0,0.0,False,221351.0,20122.81818181818,"10,001 - 50,000"
AK2210906,47659,0.0,0.0,False,221351.0,20122.81818181818,"10,001 - 50,000"
AK2210906,47660,0.00455,0.0,True,221351.0,20122.81818181818,"10,001 - 50,000"
AK2210906,47661,0.0,0.0,False,221351.0,20122.81818181818,"10,001 - 50,000"
AK2211423,13925,0.0,0.0,False,19047.0,19047.0,"10,001 - 50,000"
AK2212039,00004,0.0,0.0,False,20284.0,10142.0,"10,001 - 50,000"
AK2212039,28008,0.0,0.0,False,20284.0,10142.0,"10,001 - 50,000"
AK2218653,TP001,0.0,0.0,False,60.0,60.0,25 - 100
AK2224646,32116,0.0,0.0,False,18492.0,3698.4,"3,301 - 10,000"
AK2224646,32450,0.0,0.0,False,18492.0,3698.4,"3,301 - 10,000"
AK2224646,48211,0.0,0.0,False,18492.0,3698.4,"3,301 - 10,000"
AK2224646,58212,0.0,0.0,False,18492.0,3698.4,"3,301 - 10,000"
AK2224646,78212,0.0,0.0,False,18492.0,3698.4,"3,301 - 10,000"
AK2226020,TP001,0.0,0.0,False,8111.0,4055.5,"3,301 - 10,000"
AK2226020,TP002,0.0,0.0,False,8111.0,4055.5,"3,301 - 10,000"
AK2240448,10001,0.0,0.0,False,5700.0,5700.0,"3,301 - 10,000"
AK2240456,TP001,0.0,0.0,False,7008.0,7008.0,"3,301 - 10,000"
AK2240757,TP007,0.0,0.0,False,3324.0,3324.0,"3,301 - 10,000"
AK2241054,TP001,0.0,0.0,False,4807.0,1201.75,"1,001 - 3,300"
AK2241054,TP002,0.0,0.0,False,4807.0,1201.75,"1,001 - 3,300"
AK2241054,TP003,0.0,0.0,False,4807.0,1201.75,"1,001 - 3,300"
AK2241054,TP007,0.0,0.0,False,4807.0,1201.75,"1,001 - 3,300"
AK2250011,TP002,0.0,0.0,False,9547.0,9547.0,"3,301 - 10,000"
AK2260309,TP001,0.0,0.0,False,9400.0,3133.3333333333335,"1,001 - 3,300"
AK2260309,TP002,0.0,0.0,False,9400.0,3133.3333333333335,"1,001 - 3,300"
AK2260309,TP003,0.0,0.0,False,9400.0,3133.3333333333335,"1,001 - 3,300"
AK2270281,TP001,0.0,0.0,False,280.0,280.0,101 - 500
AK2293205,20001,0.0,0.0,False,2700.0,900.0,"501 - 1,000"
AK2293205,20002,0.0,0.0,False,2700.0,900.0,"501 - 1,000"
AK2293205,20003,0.0,0.0,False,2700.0,900.0,"501 - 1,000"
AK2298103,WL002,0.0,0.0,False,4500.0,1500.0,"1,001 - 3,300"
AK2298103,WL003,0.0,0.0,False,4500.0,1500.0,"1,001 - 3,300"
AK2298103,WL004,0.0,0.0,False,4500.0,1500.0,"1,001 - 3,300"
AK2310675,10001,0.0,0.0,False,4005.0,4005.0,"3,301 - 10,000"
AK2310683,TP002,0.0,0.0,False,6200.0,6200.0,"3,301 - 10,000"
AK2310730,42695,0.0027,0.0,False,78324.0,78324.0,"50,001 - 100,000"
AK2310900,45956,0.0032,0.0,False,27000.0,27000.0,"10,001 - 50,000"
AK2310918,03405,0.0,0.0,False,20076.0,6692.0,"3,301 - 10,000"
AK2310918,04023,0.0,0.0,False,20076.0,6692.0,"3,301 - 10,000"
AK2310918,42566,0.0,0.0,False,20076.0,6692.0,"3,301 - 10,000"
AK2320078,SF001,0.0,0.0,False,4900.0,1633.3333333333333,"1,001 - 3,300"
AK2320078,SF002,0.0,0.0,False,4900.0,1633.3333333333333,"1,001 - 3,300"
AK2320078,TP001,0.0,0.04405,True,4900.0,1633.3333333333333,"1,001 - 3,300"
AK2340010,TP001,0.0,0.0,False,3920.0,3920.0,"3,301 - 10,000"
AK2370625,TP001,0.0,0.0,False,9760.0,4880.0,"3,301 - 10,000"
AK2370625,WL005,0.0,0.0,False,9760.0,4880.0,"3,301 - 10,000"
AK2370798,TP001,0.0,0.0,False,60.0,60.0,25 - 100
AK2390594,AK390594,0.0,0.0,False,4741.0,4741.0,"3,301 - 10,000"
AL0000001,TP101,0.0,0.0,False,7710.0,2570.0,"1,001 - 3,300"
AL0000001,TP102,0.0,0.0,False,7710.0,2570.0,"1,001 - 3,300"
AL0000001,TP103,0.0,0.0,False,7710.0,2570.0,"1,001 - 3,300"
AL0000013,20001,0.012425,0.016050000000000002,True,8670.0,4335.0,"3,301 - 10,000"
AL0000013,TP103,0.0,0.0,False,8670.0,4335.0,"3,301 - 10,000"
AL0000017,10018,0.0063999999999999994,0.0076,True,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10019,0.00245,0.0022,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10021,0.00265,0.0023,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10022,0.0025,0.00215,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10023,0.00265,0.0022,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10024,0.0,0.0,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10025,0.0,0.0,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10026,0.0,0.0,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10027,0.0,0.0,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10028,0.0,0.0,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10029,0.0,0.0,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10030,0.0,0.0,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000017,10031,0.0,0.0,False,45444.0,3495.6923076923076,"3,301 - 10,000"
AL0000023,90102,0.0,0.00935,True,28713.0,4101.857142857143,"3,301 - 10,000"
AL0000023,90103,0.0,0.0,False,28713.0,4101.857142857143,"3,301 - 10,000"
AL0000023,90105,0.0,0.010499999999999999,True,28713.0,4101.857142857143,"3,301 - 10,000"
AL0000023,90106,0.0,0.0,False,28713.0,4101.857142857143,"3,301 - 10,000"
AL0000023,90109,0.0,0.0,False,28713.0,4101.857142857143,"3,301 - 10,000"
AL0000023,90110,0.0,0.0,False,28713.0,4101.857142857143,"3,301 - 10,000"
AL0000023,90112,0.0,0.0,False,28713.0,4101.857142857143,"3,301 - 10,000"
AL0000025,TP101,0.0,0.0,False,17268.0,5756.0,"3,301 - 10,000"
AL0000025,TP102,0.00225,0.0021,False,17268.0,5756.0,"3,301 - 10,000"
AL0000025,TP103,0.0,0.0,False,17268.0,5756.0,"3,301 - 10,000"
AL0000029,90106,0.0,0.0,False,33372.0,6674.4,"3,301 - 10,000"
AL0000029,90107,0.0,0.0,False,33372.0,6674.4,"3,301 - 10,000"
AL0000029,90110,0.0,0.0,False,33372.0,6674.4,"3,301 - 10,000"
AL0000029,90111,0.0,0.0,False,33372.0,6674.4,"3,301 - 10,000"
AL0000029,90112,0.0,0.0,False,33372.0,6674.4,"3,301 - 10,000"
AL0000035,90101,0.0,0.0,False,59484.0,9914.0,"3,301 - 10,000"
AL0000035,90102,0.0,0.0,False,59484.0,9914.0,"3,301 - 10,000"
AL0000035,90103,0.0,0.0,False,59484.0,9914.0,"3,301 - 10,000"
AL0000035,90104,0.0054,0.013999999999999999,True,59484.0,9914.0,"3,301 - 10,000"
AL0000035,90105,0.0,0.0,False,59484.0,9914.0,"3,301 - 10,000"
AL0000035,90106,0.0,0.0,False,59484.0,9914.0,"3,301 - 10,000"
AL0000036,90104,0.0,0.0,False,50919.0,25459.5,"10,001 - 50,000"
AL0000036,90105,0.0,0.0,False,50919.0,25459.5,"10,001 - 50,000"
AL0000038,00004,0.0,0.0,False,36798.0,12266.0,"10,001 - 50,000"
AL0000038,90110,0.0,0.0,False,36798.0,12266.0,"10,001 - 50,000"
AL0000038,90112,0.0,0.0,False,36798.0,12266.0,"10,001 - 50,000"
AL0000048,TP102,0.0,0.0,False,10104.0,5052.0,"3,301 - 10,000"
AL0000048,TP103,0.0,0.0,False,10104.0,5052.0,"3,301 - 10,000"
AL0000053,90107,0.0,0.0,False,17796.0,17796.0,"10,001 - 50,000"
AL0000061,TP101,0.0,0.0,False,13242.0,4414.0,"3,301 - 10,000"
AL0000061,TP104,0.0,0.0,False,13242.0,4414.0,"3,301 - 10,000"
AL0000061,TP105,0.0,0.0,False,13242.0,4414.0,"3,301 - 10,000"
AL0000068,CC001,0.0,0.0,False,10161.0,2540.25,"1,001 - 3,300"
AL0000068,CC003,0.0,0.0,False,10161.0,2540.25,"1,001 - 3,300"
AL0000068,TP101,0.0,0.0,False,10161.0,2540.25,"1,001 - 3,300"
AL0000068,TP104,0.0,0.0,False,10161.0,2540.25,"1,001 - 3,300"
AL0000076,TP101,0.0,0.0,False,6852.0,6852.0,"3,301 - 10,000"
AL0000079,TP103,0.0,0.0,False,7056.0,1411.2,"1,001 - 3,300"
AL0000079,TP104,0.0,0.0,False,7056.0,1411.2,"1,001 - 3,300"
AL0000079,TP105,0.0,0.0,False,7056.0,1411.2,"1,001 - 3,300"
AL0000079,TP110,0.0,0.0,False,7056.0,1411.2,"1,001 - 3,300"
AL0000079,TP111,0.0,0.0,False,7056.0,1411.2,"1,001 - 3,300"
AL0000083,20001,0.0,0.0,False,2832.0,1416.0,"1,001 - 3,300"
AL0000083,20002,0.0,0.0,False,2832.0,1416.0,"1,001 - 3,300"
AL0000085,90102,0.0,0.0,False,17970.0,2567.1428571428573,"1,001 - 3,300"
AL0000085,90103,0.0,0.0,False,17970.0,2567.1428571428573,"1,001 - 3,300"
AL0000085,90104,0.0,0.0,False,17970.0,2567.1428571428573,"1,001 - 3,300"
AL0000085,90105,0.0,0.0,False,17970.0,2567.1428571428573,"1,001 - 3,300"
AL0000085,90106,0.0,0.0,False,17970.0,2567.1428571428573,"1,001 - 3,300"
AL0000085,90107,0.0,0.0,False,17970.0,2567.1428571428573,"1,001 - 3,300"
AL0000085,90108,0.0,0.0,False,17970.0,2567.1428571428573,"1,001 - 3,300"
AL0000089,20001,0.0,0.0,False,660.0,330.0,101 - 500
AL0000089,20002,0.0,0.0,False,660.0,330.0,101 - 500
AL0000091,TP102,0.0,0.0,False,6750.0,2250.0,"1,001 - 3,300"
AL0000091,TP104,0.0,0.0,False,6750.0,2250.0,"1,001 - 3,300"
AL0000091,TP105,0.0,0.0,False,6750.0,2250.0,"1,001 - 3,300"
AL0000092,TP101,0.0,0.0,False,5985.0,1995.0,"1,001 - 3,300"
AL0000092,TP105,0.0,0.0,False,5985.0,1995.0,"1,001 - 3,300"
AL0000092,TP106,0.0,0.0,False,5985.0,1995.0,"1,001 - 3,300"
AL0000093,TP102,0.0,0.0,False,8631.0,4315.5,"3,301 - 10,000"
AL0000093,TP103,0.0,0.0,False,8631.0,4315.5,"3,301 - 10,000"
AL0000097,TP101,0.0,0.0,False,4629.0,4629.0,"3,301 - 10,000"
AL0000100,TP102,0.0,0.0,False,4266.0,4266.0,"3,301 - 10,000"
AL0000101,CC001,0.0,0.0,False,3516.0,1758.0,"1,001 - 3,300"
AL0000101,TP103,0.0,0.0,False,3516.0,1758.0,"1,001 - 3,300"
AL0000103,90101,0.0,0.0,False,19971.0,6657.0,"3,301 - 10,000"
AL0000103,90102,0.0,0.0,False,19971.0,6657.0,"3,301 - 10,000"
AL0000103,90103,0.0,0.0,False,19971.0,6657.0,"3,301 - 10,000"
AL0000104,10001,0.0,0.0,False,6255.0,2085.0,"1,001 - 3,300"
AL0000104,10002,0.0,0.0,False,6255.0,2085.0,"1,001 - 3,300"
AL0000104,10003,0.0,0.0,False,6255.0,2085.0,"1,001 - 3,300"
AL0000108,TP101,0.0,0.0,False,6111.0,6111.0,"3,301 - 10,000"
AL0000117,TP101,0.0,0.0,False,8601.0,1720.2,"1,001 - 3,300"
AL0000117,TP102,0.0,0.0,False,8601.0,1720.2,"1,001 - 3,300"
AL0000117,TP105,0.0,0.0,False,8601.0,1720.2,"1,001 - 3,300"
AL0000117,TP106,0.0,0.0,False,8601.0,1720.2,"1,001 - 3,300"
AL0000117,TP108,0.0,0.0,False,8601.0,1720.2,"1,001 - 3,300"
AL0000118,TP102,0.0,0.0,False,3945.0,1315.0,"1,001 - 3,300"
AL0000118,TP103,0.0,0.0,False,3945.0,1315.0,"1,001 - 3,300"
AL0000118,TP104,0.0029,0.0,False,3945.0,1315.0,"1,001 - 3,300"
AL0000125,TP101,0.0,0.0,False,9336.0,1867.2,"1,001 - 3,300"
AL0000125,TP102,0.0,0.0,False,9336.0,1867.2,"1,001 - 3,300"
AL0000125,TP103,0.0,0.0,False,9336.0,1867.2,"1,001 - 3,300"
AL0000125,TP104,0.0,0.0,False,9336.0,1867.2,"1,001 - 3,300"
AL0000125,TP105,0.0,0.0,False,9336.0,1867.2,"1,001 - 3,300"
AL0000131,06898,0.0,0.0,False,32796.0,4685.142857142857,"3,301 - 10,000"
AL0000131,08702,0.0,0.0,False,32796.0,4685.142857142857,"3,301 - 10,000"
AL0000131,90103,0.0,0.0,False,32796.0,4685.142857142857,"3,301 - 10,000"
AL0000131,90104,0.0,0.0,False,32796.0,4685.142857142857,"3,301 - 10,000"
AL0000131,90105,0.0,0.0,False,32796.0,4685.142857142857,"3,301 - 10,000"
AL0000131,90106,0.0,0.0,False,32796.0,4685.142857142857,"3,301 - 10,000"
AL0000131,90107,0.0,0.0,False,32796.0,4685.142857142857,"3,301 - 10,000"
AL0000133,90101,0.0,0.0,False,56646.0,28323.0,"10,001 - 50,000"
AL0000133,90102,0.0,0.0,False,56646.0,28323.0,"10,001 - 50,000"
AL0000154,08804,0.0,0.0,False,14217.0,4739.0,"3,301 - 10,000"
AL0000154,90101,0.0,0.0,False,14217.0,4739.0,"3,301 - 10,000"
AL0000154,90102,0.0,0.0,False,14217.0,4739.0,"3,301 - 10,000"
AL0000162,90101,0.0,0.00415,True,29556.0,4926.0,"3,301 - 10,000"
AL0000162,90102,0.0,0.0,False,29556.0,4926.0,"3,301 - 10,000"
AL0000162,90103,0.0,0.0,False,29556.0,4926.0,"3,301 - 10,000"
AL0000162,90106,0.0,0.00485,True,29556.0,4926.0,"3,301 - 10,000"
AL0000162,90107,0.0,0.0061,True,29556.0,4926.0,"3,301 - 10,000"
AL0000162,90108,0.0,0.0,False,29556.0,4926.0,"3,301 - 10,000"
AL0000164,TP101,0.0,0.0,False,8073.0,4036.5,"3,301 - 10,000"
AL0000164,TP102,0.0,0.0,False,8073.0,4036.5,"3,301 - 10,000"
AL0000168,TP101,0.0049,0.014499999999999999,True,6591.0,2197.0,"1,001 - 3,300"
AL0000168,TP102,0.0,0.011300000000000001,True,6591.0,2197.0,"1,001 - 3,300"
AL0000168,TP103,0.0,0.0,False,6591.0,2197.0,"1,001 - 3,300"
AL0000174,06903,0.0,0.0,False,17532.0,8766.0,"3,301 - 10,000"
AL0000174,06904,0.0,0.0,False,17532.0,8766.0,"3,301 - 10,000"
AL0000177,CC001,0.0,0.00105,False,6795.0,6795.0,"3,301 - 10,000"
AL0000178,20001,0.0,0.0,False,4047.0,4047.0,"3,301 - 10,000"
AL0000179,10001,0.0,0.0,False,7152.0,7152.0,"3,301 - 10,000"
AL0000180,20001,0.0063750000000000005,0.00395,True,10389.0,10389.0,"10,001 - 50,000"
AL0000187,00001,0.0,0.0,False,4875.0,4875.0,"3,301 - 10,000"
AL0000188,TP101,0.0013,0.0,False,7050.0,7050.0,"3,301 - 10,000"
AL0000189,02686,0.0,0.0,False,11013.0,5506.5,"3,301 - 10,000"
AL0000189,02687,0.0,0.0,False,11013.0,5506.5,"3,301 - 10,000"
AL0000213,90101,0.0195,0.0215,True,13500.0,13500.0,"10,001 - 50,000"
AL0000219,00001,0.0,0.0,False,4365.0,4365.0,"3,301 - 10,000"
AL0000229,TP106,0.0,0.0,False,3579.0,3579.0,"3,301 - 10,000"
AL0000232,TP101,0.0,0.0,False,4590.0,2295.0,"1,001 - 3,300"
AL0000232,TP102,0.0,0.0,False,4590.0,2295.0,"1,001 - 3,300"
AL0000234,90101,0.0,0.0,False,27681.0,9227.0,"3,301 - 10,000"
AL0000234,90102,0.0,0.0,False,27681.0,9227.0,"3,301 - 10,000"
AL0000234,90103,0.0,0.0,False,27681.0,9227.0,"3,301 - 10,000"
AL0000237,TP101,0.0,0.0,False,8157.0,2039.25,"1,001 - 3,300"
AL0000237,TP102,0.0,0.0,False,8157.0,2039.25,"1,001 - 3,300"
AL0000237,TP103,0.0,0.0,False,8157.0,2039.25,"1,001 - 3,300"
AL0000237,TP104,0.0,0.0,False,8157.0,2039.25,"1,001 - 3,300"
AL0000243,TP101,0.0,0.0,False,3450.0,1725.0,"1,001 - 3,300"
AL0000243,TP102,0.0,0.0,False,3450.0,1725.0,"1,001 - 3,300"
AL0000255,TP101,0.0048000000000000004,0.017,True,5280.0,1320.0,"1,001 - 3,300"
AL0000255,TP102,0.0,0.0,False,5280.0,1320.0,"1,001 - 3,300"
AL0000255,TP103,0.0,0.0054,True,5280.0,1320.0,"1,001 - 3,300"
AL0000255,TP104,0.0,0.0,False,5280.0,1320.0,"1,001 - 3,300"
AL0000256,DS200,0.0,0.0047,True,11715.0,5857.5,"3,301 - 10,000"
AL0000256,TP102,0.0,0.0052499999999999995,True,11715.0,5857.5,"3,301 - 10,000"
AL0000257,SS101,0.0,0.0,False,5145.0,1715.0,"1,001 - 3,300"
AL0000257,SS102,0.0,0.0,False,5145.0,1715.0,"1,001 - 3,300"
AL0000257,SS103,0.0,0.0,False,5145.0,1715.0,"1,001 - 3,300"
AL0000262,TP101,0.008125,0.0124,True,6897.0,6897.0,"3,301 - 10,000"
AL0000264,20001,0.0,0.0,False,2925.0,2925.0,"1,001 - 3,300"
AL0000279,CC001,0.0,0.0,False,4287.0,2143.5,"1,001 - 3,300"
AL0000279,TP101,0.0,0.0,False,4287.0,2143.5,"1,001 - 3,300"
AL0000295,TP103,0.0,0.0,False,5361.0,1340.25,"1,001 - 3,300"
AL0000295,TP104,0.0,0.0,False,5361.0,1340.25,"1,001 - 3,300"
AL0000295,TP105,0.0,0.0,False,5361.0,1340.25,"1,001 - 3,300"
AL0000295,TP106,0.0,0.0,False,5361.0,1340.25,"1,001 - 3,300"
AL0000296,05818,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,05819,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90101,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90104,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90106,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90107,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90108,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90109,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90111,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90112,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90113,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90116,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90117,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90118,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90119,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90120,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000296,90121,0.0,0.0,False,48000.0,2823.529411764706,"1,001 - 3,300"
AL0000314,08154,0.010375,0.017325,True,13395.0,1913.5714285714287,"1,001 - 3,300"
AL0000314,08155,0.0,0.006575,True,13395.0,1913.5714285714287,"1,001 - 3,300"
AL0000314,08156,0.002325,0.00425,True,13395.0,1913.5714285714287,"1,001 - 3,300"
AL0000314,08157,0.0,0.0,False,13395.0,1913.5714285714287,"1,001 - 3,300"
AL0000314,08158,0.011375,0.01825,True,13395.0,1913.5714285714287,"1,001 - 3,300"
AL0000314,08159,0.0108,0.018075,True,13395.0,1913.5714285714287,"1,001 - 3,300"
AL0000314,08160,0.005075,0.008225,True,13395.0,1913.5714285714287,"1,001 - 3,300"
AL0000316,TP101,0.00245,0.007075,True,4035.0,4035.0,"3,301 - 10,000"
AL0000320,CC001,0.0,0.00625,True,3570.0,1785.0,"1,001 - 3,300"
AL0000320,CC002,0.006625000000000001,0.014,True,3570.0,1785.0,"1,001 - 3,300"
AL0000321,90101,0.008275,0.014175,True,22467.0,22467.0,"10,001 - 50,000"
AL0000327,90101,0.010624999999999999,0.01485,True,13758.0,13758.0,"10,001 - 50,000"
AL0000329,00001,0.002858333333333333,0.006591666666666667,True,5487.0,5487.0,"3,301 - 10,000"
AL0000331,90101,0.00245,0.0060750000000000005,True,14400.0,14400.0,"10,001 - 50,000"
AL0000338,TP103,0.0,0.0,False,4950.0,1650.0,"1,001 - 3,300"
AL0000338,TP104,0.0,0.0,False,4950.0,1650.0,"1,001 - 3,300"
AL0000338,TP105,0.0,0.0,False,4950.0,1650.0,"1,001 - 3,300"
AL0000354,TP101,0.0,0.0,False,5067.0,5067.0,"3,301 - 10,000"
AL0000356,90102,0.0,0.0,False,15252.0,1694.6666666666667,"1,001 - 3,300"
AL0000356,90103,0.0,0.0,False,15252.0,1694.6666666666667,"1,001 - 3,300"
AL0000356,90104,0.0,0.0,False,15252.0,1694.6666666666667,"1,001 - 3,300"
AL0000356,90105,0.0,0.0,False,15252.0,1694.6666666666667,"1,001 - 3,300"
AL0000356,90106,0.0,0.0,False,15252.0,1694.6666666666667,"1,001 - 3,300"
AL0000356,90107,0.0,0.0,False,15252.0,1694.6666666666667,"1,001 - 3,300"
AL0000356,90108,0.0,0.0,False,15252.0,1694.6666666666667,"1,001 - 3,300"
AL0000356,90109,0.0,0.0,False,15252.0,1694.6666666666667,"1,001 - 3,300"
AL0000356,90110,0.0,0.0,False,15252.0,1694.6666666666667,"1,001 - 3,300"
AL0000361,90102,0.0,0.0,False,13224.0,1889.142857142857,"1,001 - 3,300"
AL0000361,90103,0.0,0.0,False,13224.0,1889.142857142857,"1,001 - 3,300"
AL0000361,90104,0.0,0.0,False,13224.0,1889.142857142857,"1,001 - 3,300"
AL0000361,90105,0.0,0.0,False,13224.0,1889.142857142857,"1,001 - 3,300"
AL0000361,90106,0.0,0.0,False,13224.0,1889.142857142857,"1,001 - 3,300"
AL0000361,90107,0.0,0.0,False,13224.0,1889.142857142857,"1,001 - 3,300"
AL0000361,90108,0.0,0.0,False,13224.0,1889.142857142857,"1,001 - 3,300"
AL0000375,TP101,0.0,0.0,False,10266.0,1711.0,"1,001 - 3,300"
AL0000375,TP102,0.0,0.0,False,10266.0,1711.0,"1,001 - 3,300"
AL0000375,TP103,0.0,0.0,False,10266.0,1711.0,"1,001 - 3,300"
AL0000375,TP104,0.0,0.0,False,10266.0,1711.0,"1,001 - 3,300"
AL0000375,TP105,0.0,0.0,False,10266.0,1711.0,"1,001 - 3,300"
AL0000375,TP106,0.0,0.0,False,10266.0,1711.0,"1,001 - 3,300"
AL0000390,TP101,0.0,0.0,False,3900.0,1300.0,"1,001 - 3,300"
AL0000390,TP102,0.0,0.0,False,3900.0,1300.0,"1,001 - 3,300"
AL0000390,TP103,0.0,0.0,False,3900.0,1300.0,"1,001 - 3,300"
AL0000393,TP101,0.0,0.0,False,3300.0,3300.0,"1,001 - 3,300"
AL0000394,00394,0.0,0.0,False,55974.0,55974.0,"50,001 - 100,000"
AL0000397,TP101,0.0,0.0,False,5760.0,1152.0,"1,001 - 3,300"
AL0000397,TP102,0.0,0.0,False,5760.0,1152.0,"1,001 - 3,300"
AL0000397,TP103,0.0,0.0,False,5760.0,1152.0,"1,001 - 3,300"
AL0000397,TP104,0.0,0.0,False,5760.0,1152.0,"1,001 - 3,300"
AL0000397,TP105,0.0,0.0,False,5760.0,1152.0,"1,001 - 3,300"
AL0000402,07710,0.0,0.0,False,13038.0,13038.0,"10,001 - 50,000"
AL0000406,TP101,0.0,0.0,False,6042.0,6042.0,"3,301 - 10,000"
AL0000409,00001,0.0,0.0,False,5121.0,5121.0,"3,301 - 10,000"
AL0000413,06999,0.0,0.0,False,17103.0,8551.5,"3,301 - 10,000"
AL0000413,07003,0.0,0.0,False,17103.0,8551.5,"3,301 - 10,000"
AL0000415,TP101,0.0,0.0,False,7779.0,1555.8,"1,001 - 3,300"
AL0000415,TP102,0.0,0.0,False,7779.0,1555.8,"1,001 - 3,300"
AL0000415,TP103,0.0,0.0,False,7779.0,1555.8,"1,001 - 3,300"
AL0000415,TP104,0.0,0.0,False,7779.0,1555.8,"1,001 - 3,300"
AL0000415,TP105,0.0,0.0,False,7779.0,1555.8,"1,001 - 3,300"
AL0000420,TP101,0.0,0.0,False,10014.0,2503.5,"1,001 - 3,300"
AL0000420,TP102,0.0,0.0,False,10014.0,2503.5,"1,001 - 3,300"
AL0000420,TP103,0.0,0.0,False,10014.0,2503.5,"1,001 - 3,300"
AL0000420,TP104,0.0,0.0,False,10014.0,2503.5,"1,001 - 3,300"
AL0000436,TP101,0.0,0.0,False,3819.0,954.75,"501 - 1,000"
AL0000436,TP102,0.0,0.0,False,3819.0,954.75,"501 - 1,000"
AL0000436,TP104,0.0,0.0,False,3819.0,954.75,"501 - 1,000"
AL0000436,TP105,0.0,0.0,False,3819.0,954.75,"501 - 1,000"
AL0000441,90101,0.0,0.0,False,19965.0,2495.625,"1,001 - 3,300"
AL0000441,90102,0.0,0.0,False,19965.0,2495.625,"1,001 - 3,300"
AL0000441,90103,0.0,0.0,False,19965.0,2495.625,"1,001 - 3,300"
AL0000441,90104,0.0,0.0,False,19965.0,2495.625,"1,001 - 3,300"
AL0000441,90105,0.0,0.0,False,19965.0,2495.625,"1,001 - 3,300"
AL0000441,90106,0.0,0.0,False,19965.0,2495.625,"1,001 - 3,300"
AL0000441,90107,0.0,0.0,False,19965.0,2495.625,"1,001 - 3,300"
AL0000441,90108,0.0,0.0,False,19965.0,2495.625,"1,001 - 3,300"
AL0000463,TP101,0.0,0.0,False,4152.0,2076.0,"1,001 - 3,300"
AL0000463,TP102,0.0,0.0,False,4152.0,2076.0,"1,001 - 3,300"
AL0000482,TP104,0.0,0.0,False,8838.0,2209.5,"1,001 - 3,300"
AL0000482,TP105,0.0,0.0,False,8838.0,2209.5,"1,001 - 3,300"
AL0000482,TP106,0.0,0.0,False,8838.0,2209.5,"1,001 - 3,300"
