PWSID,PFOA,PFOS,exceeds_threshold(0.004*0.8),POPULATION_SERVED_COUNT,population_bin
PA5040063,0.0,0.0,False,15000.0,"10,001 - 50,000"
PA5040080,0.0,0.0,False,3948.0,"3,301 - 10,000"
PA5040085,0.0,0.0,False,4276.0,"3,301 - 10,000"
PA5100012,0.0,0.0,False,43286.0,"10,001 - 50,000"
PA5100042,0.0,0.0,False,6669.0,"3,301 - 10,000"
PA5100071,0.0,0.0,False,70.0,25 to 100
PA5100079,0.0,0.0,False,15778.0,"10,001 - 50,000"
PA5100080,0.0,0.0,False,44.0,25 to 100
PA5100093,0.0042,0.0,True,4123.0,"3,301 - 10,000"
PA5100094,0.0,0.0,False,42000.0,"10,001 - 50,000"
PA5100141,0.0,0.0,False,8700.0,"3,301 - 10,000"
PA5260004,0.0,0.0,False,6000.0,"3,301 - 10,000"
PA5260005,0.0,0.0,False,15817.0,"10,001 - 50,000"
PA5260006,0.0,0.0,False,3630.0,"3,301 - 10,000"
PA5260009,0.0,0.0,False,9100.0,"3,301 - 10,000"
PA5260011,0.0,0.0,False,7000.0,"3,301 - 10,000"
PA5260013,0.0,0.0,False,3841.0,"3,301 - 10,000"
PA5260019,0.0,0.0,False,35409.0,"10,001 - 50,000"
PA5260020,0.0,0.0,False,23125.0,"10,001 - 50,000"
PA5260022,0.0,0.0,False,11425.0,"10,001 - 50,000"
PA5260032,0.0,0.0,False,3856.0,"3,301 - 10,000"
PA5260036,0.0,0.0,False,133000.0,"100,001 - 1,000,000"
PA5300012,0.0,0.0,False,4200.0,"3,301 - 10,000"
PA5300017,0.0,0.0,False,40000.0,"10,001 - 50,000"
PA5320006,0.0,0.0,False,4023.0,"3,301 - 10,000"
PA5320025,0.0,0.0,False,22360.0,"10,001 - 50,000"
PA5320040,0.0,0.0,False,4920.0,"3,301 - 10,000"
PA5320109,0.0,0.0,False,9638.0,"3,301 - 10,000"
PA5630039,0.0,0.0,False,27000.0,"10,001 - 50,000"
PA5630044,0.0,0.0,False,1250.0,"1,001 - 3,300"
PA5630045,0.0,0.0,False,10100.0,"10,001 - 50,000"
PA5650032,0.0,0.0,False,143000.0,"100,001 - 1,000,000"
PA5650049,0.0,0.0,False,6500.0,"3,301 - 10,000"
PA5650060,0.0,0.0,False,30000.0,"10,001 - 50,000"
PA5650069,0.0043,0.0045,True,16000.0,"10,001 - 50,000"
PA5650070,0.0,0.0,False,47800.0,"10,001 - 50,000"
PA6120002,0.0,0.0,False,3300.0,"1,001 - 3,300"
PA6160001,0.0,0.0,False,16600.0,"10,001 - 50,000"
PA6170008,0.0,0.0,False,14000.0,"10,001 - 50,000"
PA6170013,0.0,0.0,False,4500.0,"3,301 - 10,000"
PA6170016,0.0,0.0,False,7794.0,"3,301 - 10,000"
PA6170023,0.0,0.0,False,8410.0,"3,301 - 10,000"
PA6170041,0.0,0.0,False,3700.0,"3,301 - 10,000"
PA6170048,0.0,0.0,False,4155.0,"3,301 - 10,000"
PA6200015,0.0,0.0,False,870.0,"501 - 1,000"
PA6200036,0.0,0.0,False,17339.0,"10,001 - 50,000"
PA6200051,0.0,0.0057,True,6146.0,"3,301 - 10,000"
PA6240012,0.0,0.0,False,4700.0,"3,301 - 10,000"
PA6240016,0.0,0.0,False,19588.0,"10,001 - 50,000"
PA6250007,0.0,0.0,False,5842.0,"3,301 - 10,000"
PA6250012,0.0,0.0,False,7800.0,"3,301 - 10,000"
PA6250022,0.0,0.0,False,7800.0,"3,301 - 10,000"
PA6250028,0.0,0.0,False,220001.0,"100,001 - 1,000,000"
PA6250040,0.0,0.0,False,3320.0,"3,301 - 10,000"
PA6250049,0.0,0.0,False,3301.0,"3,301 - 10,000"
PA6250061,0.0,0.0,False,4601.0,"3,301 - 10,000"
PA6250064,0.0,0.0,False,2952.0,"1,001 - 3,300"
PA6250065,0.0,0.0,False,1800.0,"1,001 - 3,300"
PA6250087,0.0,0.0,False,4500.0,"3,301 - 10,000"
PA6250090,0.0,0.0,False,12500.0,"10,001 - 50,000"
PA6250092,0.0,0.0,False,797.0,"501 - 1,000"
PA6270008,0.0,0.0,False,4320.0,"3,301 - 10,000"
PA6330002,0.0,0.0,False,4384.0,"3,301 - 10,000"
PA6330004,0.0,0.0,False,6220.0,"3,301 - 10,000"
PA6330010,0.0,0.0,False,8800.0,"3,301 - 10,000"
PA6370011,0.0,0.0,False,17200.0,"10,001 - 50,000"
PA6370034,0.0,0.0,False,43279.0,"10,001 - 50,000"
PA6370035,0.0,0.0,False,4500.0,"3,301 - 10,000"
PA6420014,0.0,0.0,False,18500.0,"10,001 - 50,000"
PA6420019,0.0,0.0,False,5725.0,"3,301 - 10,000"
PA6430037,0.0,0.0,False,8600.0,"3,301 - 10,000"
PA6430054,0.0,0.0,False,48000.0,"10,001 - 50,000"
PA6430055,0.0,0.0,False,5029.0,"3,301 - 10,000"
PA6430059,0.0,0.0,False,1600.0,"1,001 - 3,300"
PA6610020,0.0,0.0,False,8600.0,"3,301 - 10,000"
PA6610023,0.0,0.0,False,9608.0,"3,301 - 10,000"
PA6610031,0.0,0.0,False,4400.0,"3,301 - 10,000"
PA6620020,0.0,0.0,False,14650.0,"10,001 - 50,000"
PA7010019,0.0074,0.0141,True,12425.0,"10,001 - 50,000"
PA7010022,0.0045,0.0129,True,7300.0,"3,301 - 10,000"
PA7010025,0.0043,0.0048,True,3963.0,"3,301 - 10,000"
PA7010952,0.0042,0.0,True,6500.0,"3,301 - 10,000"
PA7210002,0.005,0.0113,True,26000.0,"10,001 - 50,000"
PA7210028,0.0071,0.0114,True,45013.0,"10,001 - 50,000"
PA7210029,0.0049,0.0104,True,103829.0,"100,001 - 1,000,000"
PA7210041,0.0,0.0,False,2070.0,"1,001 - 3,300"
PA7210043,0.0,0.0,False,17800.0,"10,001 - 50,000"
PA7210046,0.0,0.0053,True,3500.0,"3,301 - 10,000"
PA7210049,0.0,0.0,False,8455.0,"3,301 - 10,000"
PA7210050,0.0,0.0,False,11695.0,"10,001 - 50,000"
PA7210063,0.0,0.0,False,3527.0,"3,301 - 10,000"
PA7220015,0.0,0.0,False,110000.0,"100,001 - 1,000,000"
PA7220017,0.0043,0.0,True,50200.0,"50,001 - 100,000"
PA7220034,0.0045,0.01,True,4600.0,"3,301 - 10,000"
PA7220036,0.0,0.0,False,6428.0,"3,301 - 10,000"
PA7220038,0.0066,0.0127,True,9600.0,"3,301 - 10,000"
PA7220049,0.0,0.0,False,66540.0,"50,001 - 100,000"
PA7220059,0.0,0.0,False,6000.0,"3,301 - 10,000"
PA7280005,0.0,0.0,False,31048.0,"10,001 - 50,000"
PA7280014,0.0,0.0,False,5500.0,"3,301 - 10,000"
PA7280026,0.0,0.0,False,5705.0,"3,301 - 10,000"
PA7280032,0.0,0.0,False,13200.0,"10,001 - 50,000"
PA7280038,0.0,0.0,False,28135.0,"10,001 - 50,000"
PA7280043,0.0,0.0,False,12589.0,"10,001 - 50,000"
PA7280045,0.0,0.0,False,4400.0,"3,301 - 10,000"
PA7280369,0.0,0.0,False,600.0,"501 - 1,000"
PA7360017,0.0,0.0,False,3861.0,"3,301 - 10,000"
PA7360025,0.0,0.0,False,3707.0,"3,301 - 10,000"
PA7360045,0.0058,0.0046,True,24500.0,"10,001 - 50,000"
PA7360058,0.0238,0.0,True,120000.0,"100,001 - 1,000,000"
PA7360078,0.0128,0.0074,True,6701.0,"3,301 - 10,000"
PA7360083,0.0,0.0,False,4048.0,"3,301 - 10,000"
PA7360091,0.0,0.0,False,15261.0,"10,001 - 50,000"
PA7360099,0.0051,0.0083,True,5500.0,"3,301 - 10,000"
PA7360113,0.0045,0.0049,True,6735.0,"3,301 - 10,000"
PA7360116,0.0,0.0,False,8561.0,"3,301 - 10,000"
PA7360123,0.0,0.0,False,25200.0,"10,001 - 50,000"
PA7360124,0.0,0.0057,True,19000.0,"10,001 - 50,000"
PA7360126,0.0,0.0,False,9397.0,"3,301 - 10,000"
PA7360127,0.0051,0.005,True,7950.0,"3,301 - 10,000"
PA7360128,0.005,0.0044,True,4200.0,"3,301 - 10,000"
PA7360135,0.0063,0.0152,True,6215.0,"3,301 - 10,000"
PA7360140,0.0077,0.009,True,7734.0,"3,301 - 10,000"
PA7360143,0.0,0.0,False,4327.0,"3,301 - 10,000"
PA7360345,0.0,0.0081,True,1426.0,"1,001 - 3,300"
PA7380010,0.0,0.0,False,57000.0,"50,001 - 100,000"
PA7380025,0.0,0.0,False,9500.0,"3,301 - 10,000"
PA7381001,0.0,0.0,False,880.0,"501 - 1,000"
PA7500030,0.0,0.0,False,186.0,101 - 500
PA7670061,0.01,0.01,True,6480.0,"3,301 - 10,000"
PA7670062,0.0046,0.0041,True,5206.0,"3,301 - 10,000"
PA7670071,0.0048,0.0047,True,8506.0,"3,301 - 10,000"
PA7670073,0.0059,0.0096,True,21097.0,"10,001 - 50,000"
PA7670076,0.0,0.0,False,40900.0,"10,001 - 50,000"
PA7670082,0.0,0.0,False,4464.0,"3,301 - 10,000"
PA7670085,0.0,0.0,False,12300.0,"10,001 - 50,000"
PA7670086,0.0,0.0,False,15882.0,"10,001 - 50,000"
PA7670088,0.0059,0.0112,True,4727.0,"3,301 - 10,000"
PA7670097,0.0,0.0,False,4076.0,"3,301 - 10,000"
PA7670100,0.0,0.0,False,206762.0,"100,001 - 1,000,000"
PA7670101,0.0,0.0062,True,9960.0,"3,301 - 10,000"
PR0002000,0.0,0.0,False,25.0,25 to 100
PR0002591,0.0109,0.0078,True,1077332.0,"> 1,000,000"
PR0002652,0.0,0.0044,True,61119.0,"50,001 - 100,000"
PR0002662,0.0,0.0,False,28735.0,"10,001 - 50,000"
PR0002672,0.0,0.0,False,49419.0,"10,001 - 50,000"
PR0002682,0.0,0.0,False,27458.0,"10,001 - 50,000"
PR0002692,0.0,0.0,False,12634.0,"10,001 - 50,000"
PR0002702,0.0,0.0,False,12984.0,"10,001 - 50,000"
PR0002712,0.0,0.0,False,7644.0,"3,301 - 10,000"
PR0002722,0.0,0.0,False,16290.0,"10,001 - 50,000"
PR0002732,0.0,0.0,False,14303.0,"10,001 - 50,000"
PR0002752,0.0,0.0,False,4563.0,"3,301 - 10,000"
PR0002762,0.0,0.0067,True,20628.0,"10,001 - 50,000"
PR0002772,0.0,0.0,False,26660.0,"10,001 - 50,000"
PR0002782,0.0,0.0,False,7439.0,"3,301 - 10,000"
PR0002822,0.0,0.0,False,15876.0,"10,001 - 50,000"
PR0002832,0.0,0.0,False,19574.0,"10,001 - 50,000"
PR0002872,0.0,0.0,False,9260.0,"3,301 - 10,000"
PR0002972,0.0,0.0,False,3556.0,"3,301 - 10,000"
PR0003142,0.0,0.0,False,4678.0,"3,301 - 10,000"
PR0003192,0.0,0.0,False,1754.0,"1,001 - 3,300"
PR0003222,0.0,0.0,False,3420.0,"3,301 - 10,000"
PR0003262,0.0,0.0067,True,13305.0,"10,001 - 50,000"
PR0003283,0.0,0.0,False,151555.0,"100,001 - 1,000,000"
PR0003293,0.0,0.0053,True,123885.0,"100,001 - 1,000,000"
PR0003296,0.0,0.0,False,3770.0,"3,301 - 10,000"
PR0003303,0.0,0.0,False,24449.0,"10,001 - 50,000"
PR0003333,0.0,0.0,False,25229.0,"10,001 - 50,000"
PR0003343,0.0,0.0,False,47531.0,"10,001 - 50,000"
PR0003353,0.0,0.0,False,3474.0,"3,301 - 10,000"
PR0003363,0.0,0.0,False,7166.0,"3,301 - 10,000"
PR0003373,0.0,0.0,False,20749.0,"10,001 - 50,000"
PR0003383,0.0,0.0,False,10541.0,"10,001 - 50,000"
PR0003423,0.0,0.0,False,2358.0,"1,001 - 3,300"
PR0003712,0.0,0.0,False,3335.0,"3,301 - 10,000"
PR0003772,0.0,0.0,False,11187.0,"10,001 - 50,000"
PR0003802,0.0,0.0,False,4563.0,"3,301 - 10,000"
PR0003824,0.0051,0.0256,True,111926.0,"100,001 - 1,000,000"
PR0003862,0.0,0.0,False,3904.0,"3,301 - 10,000"
PR0003872,0.0,0.0,False,16676.0,"10,001 - 50,000"
PR0003904,0.0,0.0103,True,39884.0,"10,001 - 50,000"
PR0003914,0.0,0.0,False,4592.0,"3,301 - 10,000"
PR0004044,0.0,0.0,False,16869.0,"10,001 - 50,000"
PR0004074,0.0,0.0,False,6838.0,"3,301 - 10,000"
PR0004204,0.0,0.0,False,2846.0,"1,001 - 3,300"
PR0004314,0.0,0.0,False,35618.0,"10,001 - 50,000"
PR0004324,0.0,0.0,False,17320.0,"10,001 - 50,000"
PR0004444,0.0,0.0,False,2705.0,"1,001 - 3,300"
PR0004474,0.0,0.0,False,3391.0,"3,301 - 10,000"
PR0004524,0.0,0.0,False,13860.0,"10,001 - 50,000"
PR0004534,0.0,0.0124,True,4269.0,"3,301 - 10,000"
PR0004545,0.0,0.0467,True,16202.0,"10,001 - 50,000"
PR0004584,0.0,0.0,False,3402.0,"3,301 - 10,000"
PR0004604,0.022,0.0054,True,6427.0,"3,301 - 10,000"
PR0004605,0.0,0.0,False,3511.0,"3,301 - 10,000"
PR0004634,0.0,0.0,False,5500.0,"3,301 - 10,000"
PR0004635,0.0,0.0,False,18185.0,"10,001 - 50,000"
PR0004654,0.0,0.0,False,8961.0,"3,301 - 10,000"
PR0004664,0.0,0.0,False,33711.0,"10,001 - 50,000"
PR0004695,0.0,0.0098,True,33957.0,"10,001 - 50,000"
PR0004705,0.0,0.0,False,14872.0,"10,001 - 50,000"
PR0004745,0.0,0.0,False,36606.0,"10,001 - 50,000"
PR0004815,0.0,0.004,True,9310.0,"3,301 - 10,000"
PR0004835,0.0,0.0143,True,31955.0,"10,001 - 50,000"
PR0004885,0.0,0.0096,True,8894.0,"3,301 - 10,000"
PR0004895,0.0,0.0,False,9956.0,"3,301 - 10,000"
PR0004915,0.0,0.0,False,6307.0,"3,301 - 10,000"
PR0004945,0.0,0.0072,True,10998.0,"10,001 - 50,000"
PR0004955,0.0,0.0043,True,5524.0,"3,301 - 10,000"
PR0005046,0.0041,0.0042,True,13016.0,"10,001 - 50,000"
PR0005066,0.0,0.0,False,33231.0,"10,001 - 50,000"
PR0005086,0.0,0.0074,True,46530.0,"10,001 - 50,000"
PR0005096,0.0,0.0044,True,24967.0,"10,001 - 50,000"
PR0005106,0.0,0.0,False,26094.0,"10,001 - 50,000"
PR0005166,0.0048,0.0,True,36277.0,"10,001 - 50,000"
PR0005196,0.0,0.0,False,14610.0,"10,001 - 50,000"
PR0005296,0.0,0.0,False,68024.0,"50,001 - 100,000"
PR0005306,0.0,0.0,False,58011.0,"50,001 - 100,000"
PR0005316,0.0,0.0,False,8880.0,"3,301 - 10,000"
PR0005376,0.0,0.0054,True,36032.0,"10,001 - 50,000"
PR0005386,0.0,0.0,False,80759.0,"50,001 - 100,000"
PR0005416,0.0,0.0,False,3992.0,"3,301 - 10,000"
PR0005487,0.0,0.0,False,8619.0,"3,301 - 10,000"
PR0005496,0.0,0.0,False,3527.0,"3,301 - 10,000"
PR0005517,0.0,0.0,False,5482.0,"3,301 - 10,000"
PR0005537,0.0,0.0,False,14781.0,"10,001 - 50,000"
PR0005557,0.0,0.0,False,5185.0,"3,301 - 10,000"
PR0005597,0.0,0.0,False,31880.0,"10,001 - 50,000"
PR0005607,0.0,0.0046,True,39733.0,"10,001 - 50,000"
PR0132051,0.0,0.0046,True,6411.0,"3,301 - 10,000"
PR0209012,0.0,0.0,False,600.0,"501 - 1,000"
PR0238082,0.0,0.0,False,130.0,101 - 500
PR0458104,0.0,0.017,True,7416.0,"3,301 - 10,000"
PR0518085,0.0,0.0164,True,2613.0,"1,001 - 3,300"
PR0556015,0.0,0.0,False,652.0,"501 - 1,000"
PR0556075,0.0,0.0,False,70.0,25 to 100
RI1000016,0.0,0.0,False,7870.0,"3,301 - 10,000"
RI1559511,0.0075,0.0,True,88779.0,"50,001 - 100,000"
RI1559512,0.006,0.005,True,35298.0,"10,001 - 50,000"
RI1559517,0.0081,0.0046,True,25200.0,"10,001 - 50,000"
RI1559518,0.0058,0.0,True,45869.0,"10,001 - 50,000"
RI1583829,0.0,0.0,False,1600.0,"1,001 - 3,300"
RI1592010,0.0,0.0,False,42155.0,"10,001 - 50,000"
RI1592018,0.0,0.0,False,8969.0,"3,301 - 10,000"
RI1592021,0.0,0.0,False,98130.0,"50,001 - 100,000"
RI1592022,0.0,0.0,False,17090.0,"10,001 - 50,000"
RI1592024,0.0,0.0,False,333142.0,"100,001 - 1,000,000"
RI1592025,0.015,0.005,True,13000.0,"10,001 - 50,000"
RI1615610,0.0,0.0,False,47618.0,"10,001 - 50,000"
RI1615616,0.0,0.0,False,9460.0,"3,301 - 10,000"
RI1615623,0.0061,0.0,True,6170.0,"3,301 - 10,000"
RI1615624,0.0,0.0,False,22347.0,"10,001 - 50,000"
RI1615627,0.0,0.0,False,73289.0,"50,001 - 100,000"
RI1647515,0.0,0.0,False,49000.0,"10,001 - 50,000"
RI1647530,0.0077,0.0067,True,21235.0,"10,001 - 50,000"
RI1858410,0.0,0.0,False,9500.0,"3,301 - 10,000"
RI1858419,0.0,0.0,False,3348.0,"3,301 - 10,000"
RI1858421,0.0062,0.0,True,3968.0,"3,301 - 10,000"
RI1858422,0.016,0.005,True,19354.0,"10,001 - 50,000"
RI1858423,0.0,0.0,False,21664.0,"10,001 - 50,000"
RI1858428,0.0,0.0,False,8210.0,"3,301 - 10,000"
RI1858429,0.0043,0.004,True,4432.0,"3,301 - 10,000"
RI1858430,0.0,0.0,False,9999.0,"3,301 - 10,000"
RI2980469,0.0,0.0,False,8040.0,"3,301 - 10,000"
SC0110001,0.0,0.0,False,5640.0,"3,301 - 10,000"
SC0120001,0.0,0.0,False,5200.0,"3,301 - 10,000"
SC0210001,0.0,0.0,False,45090.0,"10,001 - 50,000"
SC0210002,0.0,0.0,False,3660.0,"3,301 - 10,000"
SC0210007,0.0,0.0,False,7277.0,"3,301 - 10,000"
SC0220004,0.0,0.0,False,8935.0,"3,301 - 10,000"
SC0220006,0.0048,0.0,True,17822.0,"10,001 - 50,000"
SC0220008,0.0,0.0,False,3837.0,"3,301 - 10,000"
SC0220012,0.0,0.0,False,7752.0,"3,301 - 10,000"
SC0410003,0.0,0.0,False,4386.0,"3,301 - 10,000"
SC0410004,0.0,0.0,False,6762.0,"3,301 - 10,000"
SC0410006,0.0,0.0,False,5597.0,"3,301 - 10,000"
SC0410010,0.0,0.0,False,6693.0,"3,301 - 10,000"
SC0410012,0.0,0.0,False,38204.0,"10,001 - 50,000"
SC0420001,0.0,0.0,False,7328.0,"3,301 - 10,000"
SC0420002,0.0,0.0,False,34960.0,"10,001 - 50,000"
SC0420003,0.0,0.0,False,17311.0,"10,001 - 50,000"
SC0420005,0.0049,0.004,True,11125.0,"10,001 - 50,000"
SC0420006,0.0,0.0,False,17430.0,"10,001 - 50,000"
SC0420007,0.0,0.0,False,21193.0,"10,001 - 50,000"
SC0420008,0.0,0.0,False,9586.0,"3,301 - 10,000"
SC0420009,0.0,0.0,False,13647.0,"10,001 - 50,000"
SC0510002,0.0,0.0,False,3500.0,"3,301 - 10,000"
SC0610001,0.0,0.0,False,4693.0,"3,301 - 10,000"
SC0720001,0.0,0.0,False,18299.0,"10,001 - 50,000"
SC0720002,0.0044,0.0054,True,3536.0,"3,301 - 10,000"
SC0720003,0.0056,0.0053,True,145634.0,"100,001 - 1,000,000"
SC0720006,0.0051,0.0052,True,25558.0,"10,001 - 50,000"
SC0720009,0.0,0.0,False,3481.0,"3,301 - 10,000"
SC0810001,0.0058,0.008,True,7440.0,"3,301 - 10,000"
SC0810004,0.0047,0.0049,True,40628.0,"10,001 - 50,000"
SC0820009,0.0059,0.0071,True,11198.0,"10,001 - 50,000"
SC1010001,0.0044,0.0057,True,327422.0,"100,001 - 1,000,000"
SC1010002,0.0055,0.0084,True,91500.0,"50,001 - 100,000"
SC1010004,0.0057,0.008,True,9530.0,"3,301 - 10,000"
SC1010005,0.005,0.0081,True,5086.0,"3,301 - 10,000"
SC1010008,0.0045,0.0079,True,9550.0,"3,301 - 10,000"
SC1010009,0.005,0.0075,True,5939.0,"3,301 - 10,000"
SC1020002,0.0051,0.0067,True,22592.0,"10,001 - 50,000"
SC1110001,0.018,0.0171,True,24290.0,"10,001 - 50,000"
SC1110002,0.0124,0.013,True,4496.0,"3,301 - 10,000"
SC1120001,0.0041,0.005,True,5314.0,"3,301 - 10,000"
SC1120002,0.015,0.019,True,9458.0,"3,301 - 10,000"
SC1120003,0.0162,0.0194,True,5347.0,"3,301 - 10,000"
SC1120004,0.014,0.017,True,5323.0,"3,301 - 10,000"
SC1220002,0.0046,0.0047,True,15668.0,"10,001 - 50,000"
SC1310001,0.0,0.0053,True,6325.0,"3,301 - 10,000"
SC1320003,0.0,0.0,False,25691.0,"10,001 - 50,000"
SC1320004,0.0,0.0,False,4743.0,"3,301 - 10,000"
SC1410002,0.0,0.0,False,5908.0,"3,301 - 10,000"
SC1510004,0.0,0.0,False,11829.0,"10,001 - 50,000"
SC1510006,0.0,0.0,False,5848.0,"3,301 - 10,000"
SC1610001,0.0,0.0,False,7142.0,"3,301 - 10,000"
SC1610003,0.0,0.0,False,8711.0,"3,301 - 10,000"
SC1610004,0.0,0.0,False,1034.0,"1,001 - 3,300"
SC1620001,0.0,0.0,False,52288.0,"50,001 - 100,000"
SC1710001,0.0,0.0,False,6998.0,"3,301 - 10,000"
SC1710003,0.0,0.0,False,1293.0,"1,001 - 3,300"
SC1720001,0.0,0.0,False,17963.0,"10,001 - 50,000"
SC1810003,0.0062,0.0081,True,81750.0,"50,001 - 100,000"
SC1820001,0.006,0.0079,True,34877.0,"10,001 - 50,000"
SC1820008,0.0043,0.0055,True,26076.0,"10,001 - 50,000"
SC1850009,0.0052,0.0067,True,275.0,101 - 500
SC1920001,0.0,0.0,False,29200.0,"10,001 - 50,000"
SC2010001,0.0,0.0328,True,7888.0,"3,301 - 10,000"
SC2020004,0.0,0.0201,True,3500.0,"3,301 - 10,000"
SC2110001,0.0055,0.0067,True,74204.0,"50,001 - 100,000"
SC2110007,0.0,0.0,False,9191.0,"3,301 - 10,000"
SC2210001,0.0083,0.0097,True,9092.0,"3,301 - 10,000"
SC2210003,0.0,0.0,False,3450.0,"3,301 - 10,000"
SC2220001,0.0,0.0,False,4941.0,"3,301 - 10,000"
SC2220002,0.0,0.0,False,4417.0,"3,301 - 10,000"
SC2220010,0.0095,0.0091,True,37790.0,"10,001 - 50,000"
SC2310001,0.0,0.0,False,396265.0,"100,001 - 1,000,000"
SC2310005,0.0,0.0,False,53602.0,"50,001 - 100,000"
SC2320003,0.0,0.0,False,40006.0,"10,001 - 50,000"
SC2410001,0.004,0.0067,True,49632.0,"10,001 - 50,000"
SC2410003,0.0057,0.0084,True,3174.0,"1,001 - 3,300"
SC2610001,0.0053,0.0053,True,50930.0,"50,001 - 100,000"
SC2610008,0.0085,0.0083,True,27005.0,"10,001 - 50,000"
SC2610010,0.0,0.0,False,3428.0,"3,301 - 10,000"
SC2610011,0.0084,0.01,True,40625.0,"10,001 - 50,000"
SC2620001,0.0109,0.0108,True,12740.0,"10,001 - 50,000"
SC2620003,0.0,0.0,False,17123.0,"10,001 - 50,000"
SC2620004,0.0114,0.0115,True,247550.0,"100,001 - 1,000,000"
SC2660048,0.005,0.0046,True,10727.0,"10,001 - 50,000"
SC2660049,0.0,0.0,False,4415.0,"3,301 - 10,000"
SC2810001,0.0052,0.0047,True,13993.0,"10,001 - 50,000"
SC2820001,0.0071,0.0093,True,22873.0,"10,001 - 50,000"
SC2820005,0.0,0.0,False,25485.0,"10,001 - 50,000"
SC2910001,0.004,0.0,True,14074.0,"10,001 - 50,000"
SC2920001,0.0,0.0,False,79107.0,"50,001 - 100,000"
SC3010001,0.0,0.0,False,13902.0,"10,001 - 50,000"
SC3010002,0.008,0.0081,True,8938.0,"3,301 - 10,000"
SC3020001,0.007,0.0087,True,36314.0,"10,001 - 50,000"
SC3110001,0.0,0.0,False,3810.0,"3,301 - 10,000"
SC3210001,0.0044,0.0057,True,24284.0,"10,001 - 50,000"
SC3210002,0.0115,0.015,True,6202.0,"3,301 - 10,000"
SC3210003,0.0052,0.0062,True,17460.0,"10,001 - 50,000"
SC3210004,0.0061,0.0079,True,34028.0,"10,001 - 50,000"
SC3220001,0.0,0.0,False,7795.0,"3,301 - 10,000"
SC3220002,0.0,0.0,False,7550.0,"3,301 - 10,000"
SC3220003,0.0044,0.0062,True,47838.0,"10,001 - 50,000"
SC3250012,0.0,0.0055,True,6637.0,"3,301 - 10,000"
SC3250077,0.0046,0.0076,True,3671.0,"3,301 - 10,000"
SC3260022,0.0,0.0,False,122.0,101 - 500
SC3310001,0.0,0.0,False,9104.0,"3,301 - 10,000"
SC3310002,0.0,0.0,False,7366.0,"3,301 - 10,000"
SC3320001,0.0,0.0,False,17120.0,"10,001 - 50,000"
SC3410001,0.0,0.0,False,9070.0,"3,301 - 10,000"
SC3420001,0.0,0.0,False,5360.0,"3,301 - 10,000"
SC3520002,0.0,0.0088,True,8500.0,"3,301 - 10,000"
SC3610001,0.0063,0.0113,True,9573.0,"3,301 - 10,000"
SC3620002,0.0048,0.0081,True,9941.0,"3,301 - 10,000"
SC3710002,0.0,0.0,False,37478.0,"10,001 - 50,000"
SC3710003,0.0,0.0,False,8085.0,"3,301 - 10,000"
SC3710004,0.0,0.0,False,18511.0,"10,001 - 50,000"
SC3720001,0.0,0.0,False,17121.0,"10,001 - 50,000"
SC3750023,0.0,0.0,False,4108.0,"3,301 - 10,000"
SC3810001,0.0,0.0042,True,46896.0,"10,001 - 50,000"
SC3810005,0.0,0.0,False,1218.0,"1,001 - 3,300"
SC3910001,0.0,0.0,False,10263.0,"10,001 - 50,000"
SC3910002,0.0,0.0,False,33356.0,"10,001 - 50,000"
SC3910003,0.0,0.0,False,3349.0,"3,301 - 10,000"
SC3910004,0.0,0.0,False,17896.0,"10,001 - 50,000"
SC3910006,0.0,0.0,False,8320.0,"3,301 - 10,000"
SC3920002,0.0,0.0,False,14845.0,"10,001 - 50,000"
SC3920003,0.0,0.0,False,6334.0,"3,301 - 10,000"
SC3920008,0.0,0.0,False,8700.0,"3,301 - 10,000"
SC3920010,0.0,0.0,False,9568.0,"3,301 - 10,000"
SC4010001,0.0061,0.0072,True,319500.0,"100,001 - 1,000,000"
SC4010501,0.0069,0.0073,True,31000.0,"10,001 - 50,000"
SC4110001,0.004,0.0061,True,3390.0,"3,301 - 10,000"
SC4120001,0.0052,0.0097,True,4535.0,"3,301 - 10,000"
SC4210001,0.0,0.0,False,140024.0,"100,001 - 1,000,000"
SC4210003,0.0,0.0,False,4419.0,"3,301 - 10,000"
SC4220002,0.0,0.0,False,36685.0,"10,001 - 50,000"
SC4220003,0.0,0.0,False,1905.0,"1,001 - 3,300"
SC4220006,0.0,0.0,False,87259.0,"50,001 - 100,000"
SC4220007,0.0,0.0,False,28897.0,"10,001 - 50,000"
SC4220010,0.0,0.0,False,17659.0,"10,001 - 50,000"
SC4310001,0.0,0.0,False,53070.0,"50,001 - 100,000"
SC4320001,0.0,0.0,False,3912.0,"3,301 - 10,000"
SC4320003,0.0,0.0,False,12545.0,"10,001 - 50,000"
SC4410001,0.0059,0.0061,True,11873.0,"10,001 - 50,000"
SC4420001,0.0046,0.0046,True,7368.0,"3,301 - 10,000"
SC4510002,0.0,0.0,False,6009.0,"3,301 - 10,000"
SC4510004,0.0,0.0,False,3191.0,"1,001 - 3,300"
SC4510007,0.0,0.0,False,7099.0,"3,301 - 10,000"
SC4610001,0.0,0.0,False,8700.0,"3,301 - 10,000"
SC4610002,0.0,0.0,False,82846.0,"50,001 - 100,000"
SC4610003,0.0,0.0,False,20783.0,"10,001 - 50,000"
SC4610006,0.0,0.0,False,8400.0,"3,301 - 10,000"
